Age,Gender,Education,Department,JobRole,Shift,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,MonthlyIncome,HourlyRate,OverTime,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,Attrition
50,Female,3,Nursing,Head Nurse,Rotating,0.5,0.3,2,3,3,3,7846.8,49.04,Yes,10.4,4,2,Yes
24,Female,3,Nursing,Nurse Practitioner,Night,0.8,0.4,2,1,3,3,7559.36,47.25,Yes,2.1,3,0,Yes
41,Male,1,Nursing,Head Nurse,Day,0.9,0.8,2,1,4,4,7226.89,45.17,No,11.8,3,1,Yes
57,Male,1,Admin,Office Manager,Day,13.2,4.6,1,3,1,1,7301.62,45.64,No,1.0,2,2,No
40,Female,3,Admin,Receptionist,Rotating,5.7,2.9,3,4,1,3,3597.94,22.49,Yes,2.2,3,2,Yes
47,Female,3,Support,Janitor,Rotating,5.3,1.7,1,3,3,3,2898.02,18.11,Yes,10.3,4,0,No
24,Female,4,Admin,Receptionist,Night,4.1,1.3,4,2,2,3,3978.44,24.87,Yes,23.8,3,4,No
40,Female,2,Nursing,Head Nurse,Day,1.7,0.9,2,3,1,3,7678.51,47.99,No,14.8,3,6,Yes
41,Female,4,Support,Food Service,Night,4.8,2.1,3,3,2,1,3090.99,19.32,Yes,4.0,2,3,No
53,Female,2,Admin,Admin Staff,Night,2.6,1.3,4,2,3,3,4216.41,26.35,Yes,17.4,2,3,Yes
28,Female,3,Doctors,Doctor,Rotating,0.8,0.7,2,3,4,4,15632.13,97.7,No,34.0,3,1,Yes
62,Female,2,Nursing,Nurse Practitioner,Night,5.8,2.4,3,2,1,1,7038.32,43.99,Yes,4.0,3,5,Yes
54,Male,3,Admin,Office Manager,Night,0.7,0.6,4,2,3,3,5543.12,34.64,Yes,2.1,3,0,Yes
61,Male,2,Support,Janitor,Night,1.1,0.8,2,4,2,2,3153.39,19.71,Yes,2.2,2,3,No
60,Female,3,Doctors,Resident,Day,8.5,4.5,4,4,3,3,8211.56,51.32,Yes,5.1,4,3,No
39,Male,4,Nursing,Nurse,Rotating,5.4,3.7,1,2,3,4,6319.1,39.49,Yes,1.0,2,2,Yes
61,Female,3,Doctors,Specialist,Night,5.0,3.0,2,1,4,3,13524.66,84.53,No,6.7,3,0,Yes
22,Female,3,Support,Janitor,Rotating,2.7,1.1,3,3,1,2,3245.21,20.28,No,13.2,4,1,Yes
32,Female,4,Nursing,Clinical Nurse,Night,2.5,2.4,1,2,2,1,6281.25,39.26,No,7.6,3,4,No
49,Male,4,Admin,Office Manager,Day,5.9,4.1,3,1,1,4,7419.74,46.37,No,35.1,3,2,No
46,Male,3,Support,Food Service,Night,6.7,6.2,4,2,3,2,3490.56,21.82,No,6.2,4,1,No
44,Male,2,Nursing,Clinical Nurse,Day,3.6,3.1,4,3,4,1,4424.57,27.65,No,1.0,3,0,No
52,Male,4,Technical,Medical Tech,Day,17.4,6.2,2,1,4,3,6921.79,43.26,No,6.4,4,2,No
51,Male,3,Doctors,Specialist,Day,15.6,6.9,4,3,2,2,19751.39,123.45,No,26.6,4,1,No
63,Female,2,Doctors,Doctor,Night,2.7,1.1,2,1,4,4,13440.89,84.01,Yes,1.0,3,2,Yes
56,Female,2,Admin,Receptionist,Night,8.6,7.6,2,4,2,1,4113.63,25.71,Yes,2.5,3,0,No
28,Female,4,Nursing,Nurse,Day,3.9,3.5,3,4,1,3,5328.11,33.3,No,12.6,2,4,No
37,Female,1,Doctors,Doctor,Night,3.6,2.4,3,3,4,2,12169.49,76.06,Yes,3.5,3,3,Yes
47,Male,5,Nursing,Nurse,Day,0.3,0.1,2,2,1,3,4976.87,31.11,No,14.5,3,1,Yes
23,Female,2,Admin,HR Specialist,Rotating,4.3,1.7,3,2,1,3,4566.88,28.54,No,5.4,3,4,No
22,Female,4,Nursing,Nurse,Night,11.5,10.0,2,3,2,4,4445.88,27.79,No,15.9,3,1,Yes
33,Male,3,Nursing,Nurse Practitioner,Night,7.6,7.2,3,4,2,3,8642.65,54.02,Yes,8.0,4,1,Yes
26,Female,3,Support,Food Service,Day,7.7,3.4,4,1,1,1,3809.35,23.81,Yes,1.0,2,3,Yes
58,Male,4,Admin,Receptionist,Rotating,0.9,0.3,3,2,4,2,3697.28,23.11,No,4.9,2,1,No
53,Female,3,Support,Security,Night,2.2,1.2,2,2,2,4,3592.42,22.45,No,4.1,2,4,No
30,Female,3,Nursing,Clinical Nurse,Rotating,1.3,0.4,3,2,2,3,6333.85,39.59,No,16.6,4,2,Yes
62,Male,1,Doctors,Surgeon,Day,1.9,1.7,2,2,2,3,16122.99,100.77,No,9.8,2,1,Yes
56,Female,1,Nursing,Nurse Practitioner,Day,4.3,2.8,4,4,3,4,10448.48,65.3,No,15.0,3,4,No
40,Female,2,Technical,Pharmacy Tech,Night,2.3,1.7,1,2,3,1,5931.44,37.07,No,4.7,3,0,Yes
37,Female,3,Technical,Medical Tech,Day,4.1,2.4,2,3,4,3,5712.33,35.7,No,11.8,3,1,No
24,Female,2,Nursing,Head Nurse,Day,2.9,1.6,1,4,4,2,5701.98,35.64,No,1.0,3,0,No
41,Female,2,Support,Food Service,Rotating,1.7,0.8,1,2,2,2,2973.01,18.58,No,1.0,2,0,Yes
45,Male,3,Nursing,Nurse,Day,0.5,0.4,3,4,4,2,4043.5,25.27,Yes,3.4,3,1,Yes
54,Male,3,Doctors,Doctor,Rotating,11.1,8.8,2,1,2,4,16344.34,102.15,Yes,14.9,3,2,No
45,Male,4,Support,Food Service,Day,0.1,0.0,4,4,1,2,2508.82,15.68,No,7.6,4,4,Yes
32,Female,2,Support,Janitor,Night,0.0,0.0,3,2,3,1,2602.68,16.27,No,5.3,2,3,Yes
29,Female,1,Support,Maintenance,Night,8.8,2.6,2,4,1,1,3183.31,19.9,No,22.7,4,3,Yes
57,Female,5,Nursing,Nurse Practitioner,Night,28.7,9.9,3,1,1,1,10522.71,65.77,No,6.9,1,0,Yes
59,Female,2,Nursing,Head Nurse,Rotating,6.5,4.8,3,2,4,4,6785.69,42.41,No,9.5,4,2,No
61,Male,4,Nursing,Nurse Practitioner,Day,0.1,0.1,3,2,3,3,6118.89,38.24,Yes,42.6,3,3,Yes
41,Male,4,Admin,Office Manager,Rotating,1.3,0.8,3,2,1,4,6533.06,40.83,No,7.4,3,2,Yes
56,Male,4,Technical,Radiology Tech,Night,17.8,15.7,1,2,3,4,7115.03,44.47,Yes,15.3,2,3,Yes
46,Male,2,Nursing,Clinical Nurse,Day,8.3,5.4,3,4,4,4,6695.2,41.85,Yes,5.3,4,2,Yes
56,Male,4,Doctors,Doctor,Rotating,4.2,2.4,2,2,4,2,14651.96,91.57,No,1.0,2,3,No
46,Female,4,Nursing,Nurse,Day,1.4,0.6,2,3,3,2,3850.09,24.06,No,18.0,4,2,Yes
50,Male,3,Nursing,Nurse,Rotating,0.1,0.1,4,1,3,3,4308.31,26.93,No,28.9,4,0,Yes
39,Male,2,Doctors,Resident,Day,0.1,0.1,2,4,3,3,6514.29,40.71,No,5.7,4,0,Yes
39,Male,2,Admin,Office Manager,Rotating,4.7,1.7,3,3,3,3,7581.25,47.38,No,7.0,4,0,Yes
23,Male,2,Technical,Pharmacy Tech,Night,0.1,0.1,2,4,3,1,4512.91,28.21,No,5.5,2,4,Yes
56,Female,3,Nursing,Head Nurse,Day,25.3,15.1,1,2,3,4,10299.29,64.37,No,50.0,4,5,Yes
37,Female,3,Technical,Radiology Tech,Night,1.0,0.9,2,2,2,1,6593.87,41.21,Yes,23.4,4,3,No
62,Female,3,Nursing,Clinical Nurse,Day,6.2,5.8,3,2,4,2,6753.45,42.21,Yes,1.0,3,2,Yes
57,Male,3,Nursing,Clinical Nurse,Day,0.8,0.6,2,3,2,3,6414.64,40.09,No,15.1,4,1,No
54,Male,3,Doctors,Doctor,Day,3.9,3.2,2,3,1,2,13560.51,84.75,No,9.2,4,4,Yes
25,Female,3,Technical,Medical Tech,Day,0.4,0.1,4,3,3,1,4341.39,27.13,No,1.0,4,3,No
54,Male,5,Nursing,Nurse,Day,7.3,5.0,1,1,1,2,6094.41,38.09,No,5.9,3,0,Yes
35,Male,2,Nursing,Clinical Nurse,Night,4.4,3.6,2,3,3,1,4693.26,29.33,No,1.6,3,1,Yes
42,Male,3,Admin,HR Specialist,Night,0.5,0.3,4,4,1,2,5091.32,31.82,No,20.6,4,2,No
41,Male,2,Nursing,Nurse Practitioner,Night,9.4,6.8,4,1,3,2,9933.16,62.08,No,1.0,4,2,Yes
29,Male,3,Technical,Medical Tech,Day,4.0,3.7,2,1,4,3,5936.04,37.1,No,20.6,3,1,Yes
28,Male,4,Technical,Lab Technician,Night,12.7,5.6,4,3,3,3,5853.96,36.59,No,28.3,3,2,Yes
24,Female,5,Nursing,Nurse Practitioner,Night,12.4,4.6,1,2,1,3,8396.68,52.48,Yes,1.0,4,5,Yes
38,Male,2,Admin,Admin Staff,Day,12.7,9.9,2,3,4,3,5661.86,35.39,Yes,12.7,3,1,Yes
54,Male,5,Technical,Lab Technician,Rotating,0.4,0.4,4,3,2,2,3585.64,22.41,No,8.0,4,3,No
33,Female,1,Nursing,Nurse Practitioner,Night,0.6,0.6,4,4,2,1,6442.27,40.26,No,30.9,3,1,No
43,Male,3,Doctors,Specialist,Night,22.0,16.5,2,4,2,4,24449.42,152.81,No,16.0,3,0,Yes
43,Male,1,Nursing,Nurse Practitioner,Day,3.3,3.0,1,3,4,3,10041.87,62.76,No,11.9,3,1,Yes
51,Female,4,Doctors,Resident,Day,1.4,1.1,1,2,1,1,6654.41,41.59,No,26.0,4,1,Yes
59,Male,3,Nursing,Nurse Practitioner,Rotating,7.3,2.7,2,2,3,4,9441.85,59.01,Yes,1.7,4,5,Yes
59,Male,3,Technical,Medical Tech,Rotating,1.5,1.3,3,4,2,3,5289.88,33.06,No,4.7,2,2,Yes
29,Female,4,Admin,HR Specialist,Day,6.5,2.8,3,3,1,2,4640.38,29.0,Yes,18.5,4,0,Yes
48,Male,2,Nursing,Head Nurse,Day,9.1,4.2,2,3,4,4,8760.51,54.75,Yes,1.1,3,2,No
48,Female,1,Technical,Lab Technician,Night,7.7,4.4,3,2,3,2,4517.06,28.23,Yes,27.4,2,1,Yes
55,Female,4,Nursing,Nurse,Night,1.6,0.8,4,1,3,4,5887.99,36.8,Yes,13.7,4,4,Yes
42,Male,2,Admin,Office Manager,Rotating,2.6,1.3,1,2,2,1,5166.0,32.29,No,5.8,3,1,No
51,Female,2,Admin,Admin Staff,Day,2.7,1.1,3,1,3,2,3506.18,21.91,No,4.1,4,1,No
54,Female,3,Nursing,Head Nurse,Day,3.4,1.7,4,3,4,3,7303.11,45.64,No,1.6,2,0,No
49,Male,3,Support,Maintenance,Day,0.9,0.3,2,3,2,1,3173.11,19.83,No,1.0,4,2,Yes
54,Female,1,Technical,Medical Tech,Day,3.0,1.9,4,1,3,1,5089.9,31.81,No,5.5,3,2,Yes
26,Male,2,Nursing,Nurse Practitioner,Day,3.6,3.0,3,3,4,4,7692.27,48.08,No,18.5,3,4,No
40,Female,1,Technical,Medical Tech,Rotating,3.8,3.4,1,4,4,2,4511.37,28.2,No,7.6,2,0,Yes
25,Male,3,Admin,Admin Staff,Night,8.6,7.5,2,3,2,4,4962.87,31.02,No,6.0,3,4,Yes
56,Female,4,Support,Security,Rotating,3.6,2.2,3,3,3,3,3516.81,21.98,No,3.8,3,6,No
38,Male,5,Nursing,Nurse,Day,1.3,1.1,3,2,3,4,5017.44,31.36,No,1.7,2,2,No
65,Female,3,Doctors,Surgeon,Day,5.4,2.7,3,4,1,3,21420.99,133.88,Yes,46.2,3,3,Yes
49,Male,2,Admin,Receptionist,Day,8.0,2.7,2,2,3,3,3784.08,23.65,No,1.0,3,1,Yes
51,Male,5,Admin,HR Specialist,Day,1.9,1.5,3,4,4,2,5983.79,37.4,No,3.7,4,1,Yes
50,Female,3,Admin,Receptionist,Rotating,5.2,3.9,2,3,4,3,3690.68,23.07,No,14.7,4,2,No
27,Female,2,Nursing,Nurse,Day,0.8,0.7,2,4,4,2,4283.29,26.77,Yes,7.4,3,2,Yes
56,Female,5,Technical,Pharmacy Tech,Day,2.1,1.5,2,4,1,2,5048.62,31.55,Yes,3.8,3,1,No
62,Female,4,Admin,Office Manager,Day,12.0,4.9,3,3,4,1,6289.46,39.31,No,49.3,4,2,Yes
58,Female,4,Support,Maintenance,Day,12.1,10.9,1,1,3,1,4078.65,25.49,Yes,9.7,4,1,No
45,Female,4,Nursing,Head Nurse,Rotating,4.3,3.2,2,2,2,2,7169.36,44.81,Yes,3.5,2,1,Yes
50,Male,2,Doctors,Doctor,Day,6.1,5.2,2,1,3,3,11028.54,68.93,Yes,18.8,3,5,No
52,Female,2,Support,Janitor,Night,9.6,8.1,1,2,4,2,3478.88,21.74,Yes,1.6,4,1,No
56,Female,3,Doctors,Surgeon,Night,15.9,8.1,2,1,1,2,22242.94,139.02,No,6.2,4,2,No
54,Female,2,Technical,Medical Tech,Day,3.4,1.2,3,3,4,4,6455.6,40.35,No,18.3,3,0,Yes
42,Female,3,Technical,Pharmacy Tech,Day,4.1,1.7,3,1,4,3,4580.15,28.63,Yes,41.1,3,2,No
53,Male,4,Admin,HR Specialist,Rotating,2.7,1.0,3,2,1,4,6840.31,42.75,No,4.8,3,2,Yes
44,Male,4,Doctors,Specialist,Night,0.4,0.2,2,4,4,4,15587.72,97.42,No,1.5,4,4,Yes
54,Female,3,Nursing,Nurse Practitioner,Day,2.7,1.7,1,3,4,1,6434.21,40.21,No,8.4,3,2,No
24,Female,4,Admin,Admin Staff,Day,7.8,7.3,4,4,1,4,3392.16,21.2,No,28.8,3,1,Yes
39,Female,4,Nursing,Clinical Nurse,Day,8.2,7.4,1,2,2,1,4892.42,30.58,Yes,11.0,3,4,Yes
46,Female,3,Technical,Pharmacy Tech,Day,11.1,9.0,3,3,2,4,4557.16,28.48,No,9.2,4,1,Yes
63,Female,2,Admin,Office Manager,Day,0.3,0.1,4,2,2,3,5163.56,32.27,No,3.7,3,5,Yes
52,Male,2,Admin,Admin Staff,Day,3.7,2.0,3,3,3,3,3620.29,22.63,No,9.3,3,2,Yes
24,Female,2,Nursing,Head Nurse,Day,0.6,0.4,2,3,2,3,5624.88,35.16,Yes,21.6,3,0,No
61,Male,2,Support,Security,Day,1.1,0.4,2,1,4,4,3334.08,20.84,Yes,4.7,4,0,Yes
45,Male,2,Nursing,Nurse,Day,11.5,9.9,1,2,4,3,5441.21,34.01,Yes,2.8,4,1,Yes
53,Female,2,Nursing,Nurse,Rotating,3.4,3.2,3,3,2,3,5377.28,33.61,Yes,6.6,4,4,Yes
43,Female,3,Nursing,Nurse Practitioner,Night,7.1,3.9,3,3,3,1,7691.51,48.07,Yes,4.7,2,2,Yes
44,Male,5,Support,Janitor,Rotating,0.3,0.3,3,3,3,4,3163.4,19.77,Yes,6.3,3,1,No
23,Male,2,Support,Security,Day,2.7,1.1,1,2,3,1,3568.16,22.3,Yes,1.0,2,0,Yes
48,Female,4,Doctors,Resident,Night,5.6,4.4,4,2,2,3,7419.44,46.37,No,4.1,3,2,No
63,Male,3,Support,Maintenance,Day,0.7,0.2,3,1,1,3,2494.49,15.59,No,17.5,3,2,Yes
23,Female,1,Nursing,Clinical Nurse,Night,2.0,0.8,1,4,1,2,5610.53,35.07,Yes,5.1,4,2,No
47,Female,5,Support,Maintenance,Day,0.3,0.3,2,4,1,3,2971.85,18.57,No,34.4,2,1,Yes
38,Female,3,Nursing,Nurse,Day,5.3,4.2,3,1,4,4,6277.8,39.24,No,12.3,3,2,No
61,Female,3,Nursing,Nurse,Rotating,17.7,13.2,3,1,2,4,7570.68,47.32,Yes,4.6,2,3,No
54,Male,4,Nursing,Clinical Nurse,Night,8.8,5.6,1,3,1,2,6575.74,41.1,Yes,2.9,3,3,No
30,Female,2,Doctors,Doctor,Rotating,18.4,14.2,1,2,3,4,19426.68,121.42,Yes,11.6,3,3,No
64,Male,3,Technical,Pharmacy Tech,Day,9.3,7.9,3,4,1,4,5993.86,37.46,No,3.6,3,1,Yes
60,Female,1,Admin,Admin Staff,Day,9.7,9.4,1,3,1,4,3376.5,21.1,Yes,26.2,3,3,Yes
50,Male,4,Support,Food Service,Day,4.3,4.0,1,2,3,4,3501.93,21.89,Yes,1.2,1,0,Yes
63,Female,3,Admin,Receptionist,Night,3.7,3.1,4,1,3,3,2860.32,17.88,No,1.0,3,0,Yes
47,Male,3,Nursing,Nurse,Night,2.6,2.0,3,3,1,1,5403.52,33.77,No,2.5,4,3,Yes
56,Male,2,Admin,Office Manager,Rotating,8.5,6.0,3,2,2,3,5183.7,32.4,Yes,9.3,4,1,No
46,Male,3,Doctors,Specialist,Day,1.0,0.4,2,3,2,3,14619.84,91.37,No,18.0,4,2,Yes
45,Male,4,Technical,Lab Technician,Night,0.3,0.1,3,2,3,4,4258.36,26.61,Yes,1.9,4,3,Yes
34,Female,3,Admin,HR Specialist,Day,14.8,12.9,3,1,3,3,6260.8,39.13,No,8.8,3,1,No
28,Male,3,Doctors,Resident,Day,0.0,0.0,4,3,2,4,6884.57,43.03,No,1.6,3,3,Yes
57,Female,3,Nursing,Head Nurse,Night,18.8,13.7,2,2,2,3,9496.12,59.35,No,8.3,3,1,Yes
41,Female,4,Doctors,Specialist,Night,6.5,4.0,2,2,3,2,21702.96,135.64,No,1.0,4,3,Yes
22,Female,3,Support,Security,Day,2.0,0.6,1,1,4,2,3257.25,20.36,Yes,8.2,3,3,No
29,Male,4,Nursing,Nurse,Day,6.0,3.2,3,3,4,4,5849.38,36.56,Yes,7.4,4,2,Yes
37,Male,4,Support,Maintenance,Day,8.5,5.1,3,3,2,2,4276.02,26.73,Yes,1.0,1,1,Yes
35,Female,3,Doctors,Specialist,Day,1.4,0.9,1,2,3,2,14293.5,89.33,Yes,11.7,3,2,Yes
33,Male,2,Nursing,Nurse,Day,7.4,7.0,2,3,3,3,6077.32,37.98,Yes,8.5,4,3,Yes
44,Male,3,Support,Maintenance,Day,8.2,3.1,1,2,4,4,3477.79,21.74,Yes,9.8,3,1,Yes
36,Female,4,Admin,Receptionist,Day,1.4,1.0,2,2,4,3,2667.47,16.67,No,7.5,1,1,No
49,Female,2,Nursing,Nurse Practitioner,Rotating,0.2,0.1,4,3,2,4,6039.43,37.75,Yes,12.8,4,3,Yes
55,Female,3,Nursing,Nurse Practitioner,Rotating,1.1,1.1,3,3,1,2,8989.75,56.19,No,7.4,3,5,No
23,Male,4,Nursing,Nurse Practitioner,Night,1.1,1.0,1,2,2,2,6848.43,42.8,No,25.5,3,0,Yes
53,Female,3,Technical,Radiology Tech,Rotating,0.3,0.2,2,1,2,3,4571.42,28.57,Yes,28.7,3,2,Yes
44,Male,3,Doctors,Surgeon,Night,6.5,6.5,1,1,4,4,21318.53,133.24,No,13.0,2,3,No
43,Male,2,Support,Security,Day,2.4,1.6,3,4,2,3,3263.6,20.4,No,24.3,2,2,No
46,Female,2,Nursing,Nurse Practitioner,Day,10.8,4.5,2,1,1,1,10448.49,65.3,No,25.7,4,3,Yes
43,Male,4,Nursing,Head Nurse,Rotating,1.5,1.0,4,1,4,3,5710.18,35.69,No,3.0,3,3,Yes
43,Male,1,Nursing,Clinical Nurse,Night,3.0,1.4,3,2,1,4,4593.15,28.71,No,50.0,3,2,Yes
63,Male,2,Admin,Receptionist,Rotating,5.1,3.8,3,2,2,2,3312.47,20.7,No,3.1,1,1,No
27,Female,4,Support,Maintenance,Rotating,10.5,10.0,4,3,2,1,3848.34,24.05,Yes,1.0,2,1,Yes
36,Female,2,Doctors,Resident,Day,3.7,3.2,3,2,3,3,7813.4,48.83,Yes,32.8,3,2,Yes
64,Female,5,Nursing,Head Nurse,Day,2.3,1.1,2,3,2,1,7435.46,46.47,Yes,2.5,3,3,Yes
58,Female,5,Technical,Pharmacy Tech,Day,10.1,5.1,3,1,2,3,6766.88,42.29,No,8.8,3,5,Yes
54,Male,2,Technical,Radiology Tech,Day,1.9,0.6,3,2,1,1,5184.53,32.4,No,35.3,4,1,Yes
29,Female,1,Nursing,Head Nurse,Day,0.4,0.2,2,1,3,2,7196.78,44.98,Yes,1.0,3,1,No
65,Male,4,Technical,Radiology Tech,Day,2.9,1.1,1,2,2,2,6567.11,41.04,Yes,3.1,3,1,Yes
65,Male,3,Nursing,Nurse Practitioner,Day,7.7,5.0,2,2,4,1,10062.79,62.89,No,9.4,4,2,No
26,Female,2,Nursing,Nurse Practitioner,Day,0.2,0.1,2,3,2,1,9737.79,60.86,Yes,14.4,4,1,No
60,Female,4,Nursing,Head Nurse,Day,4.4,3.6,1,3,2,4,7313.65,45.71,No,16.5,3,1,Yes
25,Male,1,Admin,Office Manager,Day,4.5,1.5,4,2,3,1,5904.41,36.9,No,21.5,2,6,Yes
27,Male,4,Admin,Office Manager,Night,13.2,7.1,3,1,1,3,8522.95,53.27,No,1.8,3,1,No
53,Male,2,Nursing,Nurse Practitioner,Day,1.7,0.8,3,2,1,4,6887.86,43.05,Yes,4.6,3,3,No
51,Male,2,Nursing,Nurse,Night,1.6,0.6,3,3,3,1,3803.72,23.77,No,12.5,2,0,Yes
56,Female,2,Technical,Radiology Tech,Rotating,2.9,1.6,3,4,2,2,5946.21,37.16,Yes,12.6,1,3,No
61,Female,5,Support,Security,Day,2.2,1.1,4,4,3,3,3086.01,19.29,No,3.7,4,0,Yes
37,Female,3,Technical,Lab Technician,Day,6.7,5.0,2,3,1,2,4525.37,28.28,No,3.6,4,0,Yes
34,Female,4,Nursing,Nurse Practitioner,Rotating,5.1,4.7,3,2,4,3,10693.32,66.83,No,3.9,2,1,Yes
63,Male,3,Nursing,Clinical Nurse,Night,7.1,4.4,2,3,4,4,5564.22,34.78,No,22.3,3,2,No
51,Female,2,Nursing,Nurse Practitioner,Rotating,8.6,7.1,4,2,2,1,10139.21,63.37,No,24.0,2,3,Yes
40,Male,2,Nursing,Clinical Nurse,Day,12.8,5.2,4,3,3,3,5811.98,36.32,No,1.0,1,1,No
38,Female,3,Doctors,Resident,Rotating,2.8,2.6,4,2,2,4,6032.19,37.7,Yes,3.9,3,1,Yes
40,Female,3,Doctors,Specialist,Rotating,20.9,8.5,1,2,4,1,19601.58,122.51,No,5.0,3,5,Yes
49,Female,3,Technical,Radiology Tech,Night,1.2,0.5,2,1,1,1,6118.55,38.24,Yes,40.4,4,4,No
47,Male,2,Doctors,Surgeon,Day,6.3,2.3,1,2,3,3,18494.35,115.59,No,28.9,4,0,No
58,Female,5,Nursing,Head Nurse,Rotating,3.8,2.0,2,3,3,4,8110.02,50.69,No,9.9,3,2,Yes
47,Male,2,Nursing,Clinical Nurse,Rotating,8.5,5.8,3,3,2,2,6668.51,41.68,No,1.0,3,5,Yes
44,Male,5,Doctors,Surgeon,Rotating,3.2,3.2,2,4,1,2,19369.75,121.06,No,2.1,3,2,No
30,Male,1,Nursing,Clinical Nurse,Day,7.7,6.6,3,4,2,1,4686.62,29.29,Yes,5.7,2,2,No
33,Male,3,Nursing,Head Nurse,Rotating,13.3,7.5,2,1,4,2,6677.28,41.73,No,32.0,4,2,Yes
22,Female,2,Admin,Receptionist,Day,6.6,4.6,4,3,1,1,3620.82,22.63,No,1.0,2,4,No
22,Female,3,Nursing,Nurse,Day,7.5,5.5,1,3,3,2,6309.52,39.43,No,15.7,3,3,No
55,Female,3,Nursing,Clinical Nurse,Night,0.3,0.3,2,4,2,3,5535.41,34.6,No,2.1,3,5,No
53,Female,3,Technical,Pharmacy Tech,Day,1.1,0.9,3,2,2,4,4685.27,29.28,No,7.1,2,4,Yes
46,Female,3,Technical,Medical Tech,Night,18.3,12.8,3,1,3,4,8138.22,50.86,Yes,14.6,3,3,Yes
61,Male,4,Nursing,Clinical Nurse,Night,5.9,4.5,1,2,4,4,5023.28,31.4,No,11.8,4,3,Yes
22,Male,3,Nursing,Nurse Practitioner,Day,4.1,3.4,4,4,3,2,7953.51,49.71,No,14.9,3,4,No
37,Female,4,Technical,Radiology Tech,Night,2.3,0.9,3,4,3,1,6226.87,38.92,Yes,16.8,4,2,Yes
60,Male,2,Nursing,Clinical Nurse,Rotating,0.2,0.1,4,2,3,3,4750.65,29.69,No,3.6,3,1,Yes
26,Female,3,Admin,Admin Staff,Day,2.3,1.8,4,4,3,3,4755.41,29.72,No,4.5,3,0,No
43,Male,3,Nursing,Nurse,Night,3.5,3.1,3,1,2,3,4936.8,30.85,No,16.9,3,2,Yes
50,Male,3,Nursing,Nurse Practitioner,Day,1.2,0.7,4,2,4,1,6341.11,39.63,No,1.0,3,3,Yes
24,Male,3,Technical,Lab Technician,Night,1.0,0.9,4,3,3,3,3619.7,22.62,No,7.2,3,1,No
33,Male,2,Technical,Pharmacy Tech,Day,3.6,1.6,4,2,3,2,5138.81,32.12,No,25.3,3,0,Yes
47,Male,2,Nursing,Nurse Practitioner,Day,4.4,2.6,4,2,3,3,8773.57,54.83,No,21.6,2,3,No
37,Female,2,Nursing,Clinical Nurse,Day,1.4,0.8,4,4,2,1,6637.59,41.48,Yes,16.3,3,3,Yes
58,Male,2,Nursing,Nurse Practitioner,Rotating,4.4,4.2,2,3,2,4,8980.2,56.13,No,1.0,4,2,Yes
43,Female,3,Nursing,Nurse Practitioner,Night,11.5,5.8,2,4,1,1,10459.91,65.37,No,21.9,2,2,Yes
50,Male,3,Support,Security,Night,3.2,2.0,4,1,3,4,3087.94,19.3,No,24.3,4,0,No
35,Male,5,Doctors,Resident,Day,9.7,4.2,3,2,2,4,6117.9,38.24,No,10.9,4,1,No
49,Male,4,Admin,Admin Staff,Night,13.1,8.7,2,2,2,4,4863.53,30.4,No,3.6,2,2,Yes
26,Female,1,Technical,Radiology Tech,Day,0.5,0.4,2,4,4,4,6844.13,42.78,No,6.7,3,0,No
51,Male,4,Technical,Radiology Tech,Day,0.5,0.3,3,2,3,1,6075.86,37.97,Yes,14.4,4,3,Yes
26,Female,4,Technical,Medical Tech,Night,3.2,2.8,2,2,1,3,5219.56,32.62,Yes,16.8,3,1,Yes
33,Male,3,Nursing,Clinical Nurse,Day,4.4,4.2,1,1,3,4,5928.52,37.05,No,4.2,4,0,Yes
37,Female,3,Nursing,Head Nurse,Day,2.8,1.0,1,3,2,1,7096.61,44.35,No,3.9,3,4,No
47,Male,5,Doctors,Resident,Night,2.0,1.6,3,2,3,3,5432.16,33.95,No,13.3,2,1,Yes
47,Female,3,Admin,Office Manager,Rotating,5.1,2.5,2,1,3,2,7097.8,44.36,Yes,11.6,2,2,No
42,Female,5,Support,Food Service,Day,0.0,0.0,3,2,2,3,2986.88,18.67,Yes,7.2,4,1,Yes
60,Female,1,Doctors,Resident,Day,17.2,12.4,3,2,1,4,8063.86,50.4,No,5.5,2,1,No
57,Male,2,Support,Food Service,Day,1.3,1.0,3,1,1,3,3103.33,19.4,No,10.7,4,3,No
54,Male,3,Nursing,Head Nurse,Rotating,12.5,7.2,1,1,1,1,7474.06,46.71,Yes,1.0,3,4,No
51,Male,3,Technical,Radiology Tech,Rotating,0.6,0.2,1,4,2,4,5641.26,35.26,No,1.0,1,4,Yes
58,Female,4,Nursing,Nurse,Night,1.4,1.3,3,1,4,2,5136.48,32.1,No,8.5,3,5,Yes
44,Female,5,Support,Maintenance,Rotating,1.3,1.1,3,1,2,4,2812.63,17.58,No,2.4,3,2,No
31,Female,3,Nursing,Head Nurse,Day,27.8,13.6,1,2,4,4,11879.2,74.25,No,14.9,2,4,Yes
26,Male,1,Admin,Receptionist,Rotating,0.0,0.0,2,4,3,4,3182.98,19.89,Yes,14.8,4,1,Yes
57,Male,4,Technical,Radiology Tech,Day,5.1,1.6,4,1,3,3,7460.64,46.63,No,12.4,4,1,No
